번호,제목,작성자_닉네임,작성시간,조회수,네이버_ID,등급
1404,차박매트 문의드려요,인생청정I서울,2026.01.25. 17:09,조회 14,dkxltmxm3575,준회원
1405,EV3 어떤가요 선배님들!!..,경기ll초보집사,2026.01.25. 17:07,조회 101,kshsky07,신입
1406,Ev5 스피커,전기카쟁이lev5l청주,2026.01.25. 17:04,조회 161,sayi4552554,준회원
1407,인버터 사용,맥걸리I오닉일렉I서울,2026.01.25. 17:01,조회 27,chakansonic,준회원
1408,일렉링크..,보노본오,2026.01.25. 17:01,조회 39,dlalsgh300,준회원
1409,폴스타4 주니퍼YL 선택 고민,희블2,2026.01.25. 16:59,조회 192,luck7544,신입
1410,구오닉 중고 와이프 첫시승 후,맥걸리I오닉일렉I서울,2026.01.25. 16:58,조회 125,chakansonic,준회원
1411,프리컨디셔닝,청주송절M별가람,2026.01.25. 16:58,조회 51,koj915,준회원
1412,현대 부담다운 프로그램으로 구매후 사고ㅠㅠ,우탕이I아5I수원,2026.01.25. 16:57,조회 338,william98,준회원
1413,충전어플 다들 어디꺼 쓰시나요?,보노본오,2026.01.25. 16:55,조회 106,dlalsgh300,준회원
1414,bmw 차량 구매방식,전기차살래l부산,2026.01.25. 16:52,조회 106,haphano26,준회원
1415,선배님들 차팔때 조언좀 부탁드립니다,코코인I코나I성남,2026.01.25. 16:51,조회 184,zzzzaaaa8888,신입
1416,전기차 추천해주세요 ㅠ,경기ll초보집사,2026.01.25. 16:42,조회 137,kshsky07,신입
1417,30대초 신혼부부 차량기변 고민중,양털I530eI평택,2026.01.25. 16:38,조회 224,tapy95,준회원
1418,아이오닉9출고기간,청주송절M별가람,2026.01.25. 16:34,조회 243,koj915,준회원
1419,아이오닉9파썬질문드려요,청주송절M별가람,2026.01.25. 16:33,조회 132,koj915,준회원
1420,아이오닉9 루프박스,청주송절M별가람,2026.01.25. 16:31,조회 75,koj915,준회원
1421,운전중 바람이 들어와요ㅠㅠ,태리l경북포항,2026.01.25. 16:23,조회 393,daeleey,준회원
1422,히터소음 냉각수 양,시흥lEV6 아6l필사마,2026.01.25. 16:23,조회 63,lspil,준회원
1423,다음주면 모든 지자체 보조금 나오겠죠,예비I아이오닉9I부산,2026.01.25. 16:20,조회 250,wogkdl100,준회원
1424,gv60마그마 구경하고 왔습니다.,흙우오I서울,2026.01.25. 16:19,조회 279,mongol800,신입
1425,와이프차 세차해줬습니다.~~~,가을하늘li5I경기,2026.01.25. 16:17,조회 292,kws0327,준회원
1426,남양주시 전기차 보조금 나왔나요?,채화I경기,2026.01.25. 16:17,조회 83,jo7eff,준회원
1427,BYD씨라이언7 멋있네요,슬로우플레이,2026.01.25. 16:10,조회 323,oldschooler,신입
1428,Sk일렉링크 마일리지,맹유I더뉴아5I경기,2026.01.25. 16:10,조회 91,kakao_talk,준회원
1429,보조금 신청후 출고까지 기간 얼마나 걸리나요?,울산 동국안전I울산,2026.01.25. 16:07,조회 341,v4564,준회원
1430,아이오닉9 시승하고왔어요,루미아빠,2026.01.25. 16:03,"조회 5,723",hwoo2005,신입
1431,전기차 문의 드려요,시리얼12,2026.01.25. 16:02,조회 24,zcvb123,준회원
1432,혹시 EV4 사제 디센미 장착하신분 있나요?,금빛동전I아5EV4I대구,2026.01.25. 15:59,조회 66,10woncoin,정회원
1433,아이오닉 6 중고 문의,서울I루뻬,2026.01.25. 15:54,조회 99,cjidea,준회원
1434,ㅊ 충전중,초심I아이오닉I이천시,2026.01.25. 15:51,조회 41,lovesing2000,준회원
1435,EV4 못생겼다고 하는분들 보세요,이비뽀IEV4I화성,2026.01.25. 15:43,조회 1.9만,kbs159951,준회원
1436,전기차 pv5고려중인 목수입니다,남양주ll부부목수,2026.01.25. 15:42,조회 81,win3432,신입
1437,충전 구역 얄미운 차가 있는데요.,돌돌이lQ6l세종,2026.01.25. 15:39,조회 212,xenoelf,준회원
1438,대구에 견적뽑을만한 좋은분 추천가능한가요?,고노l대구ㅜ,2026.01.25. 15:37,조회 35,amond8405,준회원
1439,세컨카 레이 타는중인데 전기차로 바꾸는 고민..,니로쏘울좋아I경기,2026.01.25. 15:36,조회 109,jihyuntkfkd0,신입
1440,지원금 개념이 없습니다,고노l대구ㅜ,2026.01.25. 15:35,조회 151,amond8405,준회원
1441,제천시 보조금이...복붙이네요..,블라스트I광주,2026.01.25. 15:29,조회 552,ohbk78,준회원
1442,"EV3 주행, 정차 중에 브레이크 밟을 때 잡소리와 이물감",디귿lEV3,2026.01.25. 15:16,조회 60,ojey92,준회원
1443,주소이전후 전기차구입,낡은장화I예정I대전,2026.01.25. 15:15,조회 127,yunki675,신입
1444,EV3 헤드레스트,낚찌낚찌 l 정선,2026.01.25. 15:13,조회 119,sw6318,준회원
1445,실내등이 너무 어두워서 구매한 제품,kick세닉seoul,2026.01.25. 15:11,조회 127,sdrun,준회원
1446,지원금과 금리 궁금해요ㅠㅠ,창원ll슈슈와,2026.01.25. 15:08,조회 180,siill7410,신입
1447,차에서 쓸 전기담요 추천부탁드려요~,파란우비I오닉5I서울,2026.01.25. 15:06,조회 45,dl5508081,준회원
1448,대전 지자체보조금,낡은장화I예정I대전,2026.01.25. 15:03,조회 140,yunki675,신입
1449,둘중 뭐사요? 아이오닉 vs sm3,제주 오늘,2026.01.25. 14:48,조회 193,kijitop,준회원
1450,전기차 전비 문의,하이바l천안,2026.01.25. 14:41,조회 91,lsc56600,준회원
1451,포르쉐 전기 스포츠카 타이칸,시시용lbmwxml서울,2026.01.25. 14:37,조회 159,redaview,신입
1452,전기차 초보입니다,행복한부자IEV9I안양,2026.01.25. 14:32,조회 69,meto76,신입
1453,차량 변경 고민중[G80 R3 21년식->아이오닉5],낡은장화I예정I대전,2026.01.25. 14:32,조회 94,yunki675,신입
1454,청주 전환지원금 확인한분 계실까요~?,청귀뚜라미I청주,2026.01.25. 14:24,조회 216,rnr1492,준회원
1455,구오닉5 핸들 가죽 바꿔보신분!,베르베I서울,2026.01.25. 14:17,조회 14,redsun316,신입
1456,하루에 ev3 ev4 아이오닉6 비교 시승 느낌,빠매IEV4I부천,2026.01.25. 14:17,조회 509,sirbeowulf,준회원
1457,테슬라 광풍 언제까지 이어질까요?? 어제 하남 스타필드 테슬라 매장 사진 이라고 하네요. 대기줄이 무슨 명품관 처럼 ㅎㄷㄷ 하네요....,fsd좌 l 사트 l 하남,2026.01.25. 14:15,"조회 1,392",choasung11,준회원
1458,FAILED,,,,,
1459,청주 전환지원금 확인한분 계실까요~?,청귀뚜라미I청주,2026.01.25. 14:24,조회 216,rnr1492,준회원
1460,구오닉5 핸들 가죽 바꿔보신분!,베르베I서울,2026.01.25. 14:17,조회 14,redsun316,신입
1461,하루에 ev3 ev4 아이오닉6 비교 시승 느낌,빠매IEV4I부천,2026.01.25. 14:17,조회 509,sirbeowulf,준회원
1462,테슬라 광풍 언제까지 이어질까요?? 어제 하남 스타필드 테슬라 매장 사진 이라고 하네요. 대기줄이 무슨 명품관 처럼 ㅎㄷㄷ 하네요....,fsd좌 l 사트 l 하남,2026.01.25. 14:15,"조회 1,393",choasung11,준회원
1463,테슬라 타이어 어떤거 쓰시나요들,전남II뿌리뿔동,2026.01.25. 13:56,조회 99,junchul0127,신입
1464,모델yl 출고가 얼마정도일까요?,부산I제트,2026.01.25. 13:48,조회 257,kkobugi0022,준회원
1465,형님들 한번만 도와주세요,광주S갑부,2026.01.25. 13:48,조회 146,honestpjh,준회원
1466,아아오닉9 꼬냑브라운 바닥매트 추천,아기둘리희동,2026.01.25. 13:46,조회 188,heison,신입
1467,안전신문고 어플이 잘되시나요?,플라이I타이칸I경기,2026.01.25. 13:45,조회 39,flymano,준회원
1468,EV6 4WD GT울프그레이 VS 어스인터스텔라그레이,라이너I전남,2026.01.25. 13:44,조회 90,ohjang86,신입
1469,영업사원 서비스~~,전기차 가즈아,2026.01.25. 13:43,조회 141,lsotvmeg,준회원
1470,코나 ev 감속기 교체 질문,부산I제트,2026.01.25. 13:43,조회 52,kkobugi0022,준회원
1471,차종 선택 고민중 입니다~,전기차 가즈아,2026.01.25. 13:41,조회 57,lsotvmeg,준회원
1472,7천만원 주니퍼6인승 롱바디 VS 1억짜리 지커 9X,fsd좌 l 사트 l 하남,2026.01.25. 13:39,"조회 3,972",choasung11,준회원
1473,씨라이언7 or ev5 머사야 할까요?,효자매아빠,2026.01.25. 13:23,"조회 1,024",kala746,신입
1474,충전비용 질문드려요,매력은뭘까l서울,2026.01.25. 13:20,조회 41,mobine0220,신입
1475,안녕하세요 가입 인사합니다,선비갓,2026.01.25. 13:16,조회 2,mysky0101,신입
1476,향상된오토파일럿 vs FSD,엘리시안l평택오산,2026.01.25. 13:13,조회 242,sladin333,준회원
1477,EV3 견적 봐주시면 감사하겠습니다.,123di,2026.01.25. 13:05,조회 514,kyy8711,신입
1478,출퇴근용으로만 전기차를 쓸 경우,산영감I코나I포항,2026.01.25. 13:00,조회 168,thenamu08,준회원
1479,아파트 완속 충전,소닉I세닉I전남,2026.01.25. 12:59,조회 86,hanwurl007,준회원
1480,"모델y주니퍼, 씨라이언7, 폴스타4 듀얼모터, 아이오닉9, 시승소감",최강한화I아9I대전,2026.01.25. 12:58,조회 525,hyeasung1988,준회원
1481,가입인사후 첫글,테슬라왕초보I경주I,2026.01.25. 12:48,조회 5,woodprp,신입
1482,현대는 무슨 생각으로 차를 만드는지 궁금하네요.....,fsd좌 l 사트 l 하남,2026.01.25. 12:46,조회 3.1만,choasung11,준회원
1483,"볼보 c40리차지,cx40 차이?",르망IEQEI광주,2026.01.25. 12:43,조회 87,wuyy79,신입
1484,실수로 차 키를 세탁기에 넣고 ㅜㅜ,조트론IQ4I대구,2026.01.25. 12:42,조회 191,gomool33,준회원
1485,겨울인데 히터틀기 무섭네요,조트론IQ4I대구,2026.01.25. 12:40,조회 141,gomool33,준회원
1486,보조금 중복 가능 여부,춘천I김,2026.01.25. 12:37,조회 150,yr0803,신입
1487,아파트 관리비에 충전요금 포함,소닉I세닉I전남,2026.01.25. 12:34,조회 205,hanwurl007,준회원
1488,ev4 딜러,찬란한구름,2026.01.25. 12:31,조회 63,moyanika,신입
1489,22년형 니로EV LED헤드램프 순정 교체,우야I니로EVI부산,2026.01.25. 12:24,조회 218,wnduddn98,준회원
1490,전조등 밝기가 너무 약해요(세닉),kick세닉seoul,2026.01.25. 12:18,조회 227,sdrun,준회원
1491,자동차 고민,돌돌돌 모델Y,2026.01.25. 12:15,조회 39,eunwoo9934,신입
1492,아이오닉3 국내에 언제 풀릴까요? 내놓긴 할까요?,우쭈쭈새우II부산,2026.01.25. 12:11,조회 97,rhaehfl_,준회원
1493,전환지원금,잠만보l대전,2026.01.25. 12:10,조회 179,minseokim060120,준회원
1494,경부하 충전,청개구리I세닉I전남,2026.01.25. 12:06,조회 127,ang2580,준회원
1495,EV3 수리후기,짱가Iev3I동탄,2026.01.25. 12:00,조회 383,impulse80,준회원
1496,현대에서는 전기차가격인하 계획이 없는건가요?,절대강자I경남,2026.01.25. 11:51,"조회 2,043",imzeus,준회원
1497,전기차 인하 소식 반갑네요,하투빠IEV3I제주,2026.01.25. 11:49,조회 207,dionyjpyo,준회원
1498,아이오닉9의 디사미에 관해서 질문드립니다.,절대강자I경남,2026.01.25. 11:48,조회 126,imzeus,준회원
1499,현기 모니터링 분들 보세요!,마크6I아이오닉6I서울,2026.01.25. 11:47,조회 309,hanbok6,준회원
